area_type,location,size,total_sqft,bath,balcony,price
2,Kengeri Satellite Town,4,1200,3.0,0.0,110.0
0,Thigalarapalya,2,1418,2.0,2.0,104.0
1,anjananager magdi road,3,1200,3.0,1.0,165.0
0,Kasavanhalli,2,950,2.0,1.0,39.0
0,Nagarbhavi,2,1020,2.0,2.0,55.0
0,Electronic City Phase II,3,1400,2.0,2.0,40.44
1,Kodipalya,4,1440,4.0,0.0,88.0
2,Huskur,6,800,6.0,2.0,75.0
0,Electronics City Phase 1,2,1175,2.0,1.0,69.0
0,Raja Rajeshwari Nagar,2,1185,2.0,1.0,40.17
0,Aishwarya Crystal Layout,3,2250,3.0,1.0,113.0
0,Sarjapur  Road,2,1178,2.0,2.0,40.43
0,Whitefield,1,825,1.0,1.0,44.9
0,Madiwala,3,1250,3.0,2.0,43.0
0,2nd Block Jayanagar,3,1718,3.0,3.0,223.0
0,Gottigere,2,1010,2.0,1.0,35.0
0,Kanakpura Road,2,900,2.0,1.0,41.0
1,Syndicate Bank Colony,4,1500,4.0,3.0,240.0
1,Rayasandra,1,540,1.0,1.0,16.5
0,Electronic City,2,1020,2.0,2.0,29.46
0,Hosur Road,2,1194,2.0,1.0,71.64
1,Vijayanagar,8,1470,6.0,2.0,300.0
1,2nd Stage Nagarbhavi,3,600,4.0,2.0,100.0
0,Electronic City,2,1108,2.0,1.0,67.15
2,Hebbal,4,3895,2.0,1.0,451.0
0,Kanakpura Road,2,700,2.0,1.0,34.99
0,Somasundara Palya,3,1600,3.0,3.0,68.0
0,Nagarbhavi,3,1850,3.0,2.0,90.0
0,Tumkur Road,2,1250,2.0,2.0,33.0
2,Ramamurthy Nagar,1,600,1.0,1.0,43.0
0,Raja Rajeshwari Nagar,2,1140,2.0,1.0,49.27
0,CQAL Layout,3,1200,2.0,2.0,75.0
0,Nayandanahalli,2,985,2.0,1.0,55.0
0,Bellandur,2,982,2.0,2.0,55.0
2,9th Phase JP Nagar,1,600,1.0,0.0,20.0
0,Old Madras Road,3,2640,5.0,1.0,142.0
0,Akshaya Nagar,2,1314,2.0,2.0,68.8
0,Vijaya Bank Layout,3,1700,2.0,2.0,68.5
0,1st Phase JP Nagar,2,1077,2.0,2.0,93.0
0,Varanasi,5,2000,4.0,1.0,99.0
0,DUO Layout,3,1643,3.0,2.0,75.0
1,Kengeri,3,1200,3.0,1.0,67.0
0,Whitefield,2,1116,2.0,1.0,51.91
0,Abbigere,2,1020,2.0,1.0,41.82
2,Daadys Gaarden Layout,3,1740,3.0,2.0,55.0
0,GM Palaya,2,1225,2.0,2.0,47.0
2,Thanisandra,3,1241,2.0,1.0,61.0
0,Hennur,2,1041,2.0,2.0,40.6
0,Bommanahalli,2,1050,2.0,2.0,46.0
0,Srinivas Colony,3,4400,3.0,1.0,901.0
0,Kanakpura Road,2,1309,2.0,3.0,64.39
0,Dodda Nekkundi,2,1128,2.0,2.0,45.0
0,Raja Rajeshwari Nagar,3,1430,2.0,1.0,50.0
0,Old Madras Road,2,1065,2.0,1.0,47.86
0,OMBR Layout,2,1085,2.0,1.0,64.0
1,Vishveshwarya Layout,1,750,1.0,1.0,30.0
0,Bellandur,2,981,2.0,2.0,37.28
0,Hebbal Kempapura,4,2302,4.0,2.0,300.0
2,Kalyan nagar,3,1410,2.0,2.0,60.0
0,Begur Road,2,1200,2.0,2.0,42.6
2,Sampangi Rama Nagar,2,1030,2.0,2.0,80.0
2,Electronic City,2,1160,2.0,1.0,33.5
2,Jigani,2,918,2.0,1.0,49.0
0,Hebbal,3,1255,2.0,1.0,90.0
1,HRBR Layout,6,1200,6.0,3.0,250.0
2,JP Nagar,3,1150,2.0,2.0,49.9
2,Moodalapalya,2,1150,2.0,2.0,69.0
0,Whitefield,2,1227,2.0,2.0,53.49
0,Hebbal,3,1255,3.0,2.0,77.68
1,Moodalapalya,6,840,8.0,0.0,120.0
0,Panathur,2,1198,2.0,1.0,82.0
1, Devarachikkanahalli,3,1200,3.0,1.0,160.0
2,Nelamangala,4,2600,3.0,1.0,95.0
0,Thigalarapalya,3,2072,4.0,2.0,139.0
0,Pattandur Agrahara,2,797,2.0,1.0,32.0
2,Nayandanahalli,3,1350,2.0,3.0,68.0
0,Thigalarapalya,3,2215,4.0,2.0,160.0
0,Kanakpura Road,1,525,1.0,1.0,30.0
0,Bannerghatta Road,4,2700,4.0,3.0,260.0
0,Gokaula Extension,3,1500,2.0,1.0,90.0
1,Subash Nagar,2,900,2.0,0.0,55.0
0,Poorna Pragna Layout,3,1355,2.0,3.0,58.27
0,Kudlu Gate,3,1465,2.0,2.0,49.81
1,Ramamurthy Nagar,2,1006,2.0,1.0,57.0
2,Vishveshwarya Layout,4,2000,4.0,1.0,75.0
0,Electronic City,2,1128,2.0,1.0,65.7
2,Pattanagere,2,850,2.0,0.0,35.0
0,ISRO Layout,3,1310,2.0,3.0,68.0
0,Banashankari,2,1390,2.0,2.0,86.0
0,Kathriguppe,3,1390,2.0,2.0,76.45
1,Marathahalli,4,2396,4.0,2.0,325.0
0,Electronic City,2,1170,2.0,1.0,33.0
0,Gottigere,3,1385,2.0,2.0,50.0
0,Old Madras Road,2,1160,2.0,1.0,42.0
0,Electronic City Phase II,2,1160,2.0,1.0,33.5
0,Bannerghatta Road,3,1200,2.0,2.0,69.0
0,Mahadevpura,2,1475,2.0,2.0,55.0
2,Sarjapur  Road,3,1939,3.0,0.0,98.0
2,7th Phase JP Nagar,2,850,2.0,2.0,42.0
2,Balagere,1,675,1.0,1.0,45.0
2,Electronic City,2,1060,2.0,1.0,51.0
0,Whitefield,2,1235,2.0,2.0,47.0
1,RTO ullalu,2,600,4.0,1.0,110.0
0,Austin Town,2,1250,2.0,1.0,60.0
0,Banashankari,2,1460,2.0,3.0,70.0
0,Akshaya Nagar,3,1690,3.0,2.0,85.0
2,Indira Nagar,1,850,1.0,2.0,57.0
0,Kanakpura Road,3,1843,3.0,2.0,82.0
2,7th Phase JP Nagar,3,1680,3.0,2.0,117.0
0,Kundalahalli,2,1047,2.0,1.0,84.0
0,8th Phase JP Nagar,2,1100,2.0,2.0,35.0
1,Indira Nagar,8,3250,8.0,1.0,600.0
0,Nagarbhavi,2,1120,2.0,3.0,53.0
0,Raja Rajeshwari Nagar,2,1095,2.0,2.0,38.33
0,Carmelaram,2,970,2.0,2.0,35.0
1,Bommanahalli,5,1200,7.0,2.0,125.0
2,Hosa Road,3,1100,2.0,3.0,85.0
0,Uttarahalli,3,1685,3.0,2.0,85.0
2,Doddanekundi,2,1148,2.0,1.0,59.0
2,Marathahalli,2,1050,2.0,1.0,65.0
0,Bannerghatta Road,3,1465,2.0,1.0,76.0
2,Electronic City,1,630,1.0,1.0,60.0
0,7th Phase JP Nagar,3,1850,3.0,1.0,150.0
2,Cottonpet,4,1750,2.0,1.0,225.0
2,Shikaripalya,3,1350,3.0,1.0,60.0
0,Sector 7 HSR Layout,3,1760,3.0,2.0,160.0
0,Rajaji Nagar,2,1440,2.0,2.0,185.0
0,Banashankari Stage III,2,1200,2.0,0.0,42.0
2,Hennur Bande,2,1100,2.0,1.0,78.0
2,Kaggadasapura,2,1140,2.0,2.0,46.0
0,Gottigere,2,1410,2.0,2.0,45.0
0,Mahadevpura,3,1434,2.0,1.0,67.39
1,"ravindra nagar, T.dasarahalli peenya",2,1180,2.0,2.0,74.0
0,Begur Road,2,1160,2.0,2.0,42.0
0,EPIP Zone,2,1343,2.0,2.0,86.0
2,LB Shastri Nagar,2,1184,2.0,1.0,69.0
0,Koramangala,3,2246,3.0,0.0,300.0
2,Rajankunte,3,4510,4.0,3.0,200.0
0,Banashankari Stage III,3,1305,2.0,1.0,59.0
0,1st Block BEL Layout,3,1540,3.0,2.0,85.0
0,Kanakpura Road,3,1550,3.0,3.0,65.11
0,Yelahanka,3,1345,2.0,1.0,57.0
0,Electronic City Phase II,3,975,2.0,2.0,45.0
0,HSR Layout,2,1140,2.0,2.0,46.0
0,JP Nagar,2,1152,2.0,1.0,34.56
2,Old Airport Road,4,3200,4.0,2.0,700.0
0,Kodathi,3,1033,2.0,2.0,31.5
0,Richards Town,3,1800,3.0,0.0,230.0
0,Marathahalli,2,1102,2.0,2.0,53.67
0,Subramanyapura,3,1223,2.0,2.0,42.81
0,Kadugodi,3,1762,3.0,3.0,112.0
2,Kengeri Satellite Town,2,560,2.0,1.0,16.6
2,KR Puram,6,2000,6.0,0.0,85.0
0,Electronic City,3,1410,2.0,2.0,38.0
0,Thanisandra,3,1853,3.0,1.0,64.86
0,Hebbal,2,1138,2.0,1.0,110.0
2,Sarjapur  Road,3,2556,3.0,2.0,169.0
0,TC Palaya,3,1200,2.0,0.0,66.5
0,Anantapura,2,1200,2.0,2.0,37.0
1,Anekal,2,1200,1.0,1.0,36.0
0,Whitefield,3,1870,3.0,2.0,138.0
0,Panathur,2,1199,2.0,1.0,86.0
0,Doddakallasandra,3,1360,2.0,2.0,54.4
0,Babusapalaya,3,1230,3.0,3.0,53.0
0,Hosahalli Extension,3,2000,3.0,2.0,120.0
1,Kasturi Nagar,4,1200,4.0,2.0,250.0
0,Kundalahalli,2,1047,2.0,1.0,83.0
1,Ramamurthy Nagar,2,1200,2.0,1.0,76.0
0,Kengeri,2,725,2.0,1.0,30.0
0,Jakkur,3,1645,3.0,1.0,100.0
2,Sultan Palaya,2,870,2.0,1.0,65.0
0,Marathahalli,2,1026,2.0,1.0,49.95
2,Bennigana Halli,3,2000,3.0,1.0,145.0
0,Cooke Town,2,1710,2.0,2.0,200.0
0,Hosur Road,3,1766,3.0,1.0,130.0
0,Makali,1,500,1.0,1.0,15.0
2,JP Nagar,2,1100,1.0,1.0,15.0
0,Jigani,3,1221,3.0,3.0,52.0
0,Rachenahalli,1,680,1.0,1.0,46.0
0,Sarjapur  Road,2,1278,2.0,2.0,90.0
0,Kodichikkanahalli,2,1025,2.0,2.0,66.0
0,Whitefield,2,1175,2.0,1.0,39.0
2,6th Phase JP Nagar,1,600,1.0,1.0,75.0
0,Seethappa Layout,2,850,2.0,1.0,42.0
0,Anjanapura,2,710,2.0,0.0,25.0
2,Huskur,2,1165,2.0,1.0,33.64
0,Sarjapur,1,625,1.0,1.0,19.0
0,Kaggadasapura,3,1340,3.0,1.0,66.0
0,Ananth Nagar,2,937,2.0,1.0,35.0
1,Lakkasandra,7,1500,6.0,0.0,210.0
0,JP Nagar,1,750,1.0,1.0,52.5
2,Shampura,3,1475,3.0,3.0,78.0
1,Singapura Village,4,2230,4.0,1.0,130.0
1,Jnanabharathi Layout,4,2200,5.0,1.0,100.0
1,Mysore Road,2,900,2.0,0.0,65.0
0,Electronic City Phase II,2,1116,2.0,2.0,37.0
2,Hoodi,2,948,2.0,1.0,75.0
0,R.T. Nagar,2,970,2.0,1.0,55.0
0,Akshayanagara East,3,1519,3.0,2.0,67.23
0,Thanisandra,3,1200,2.0,1.0,65.0
0,Bhoganhalli,3,1760,3.0,2.0,127.0
1,Whitefield,4,4400,5.0,3.0,525.0
0,Sahakara Nagar,3,1914,3.0,3.0,179.0
0,Budigere,3,1820,3.0,2.0,85.5
0,Budigere,3,1820,3.0,2.0,93.0
2,Kalena Agrahara,3,1565,3.0,2.0,78.0
0,Begur Road,2,1334,2.0,3.0,42.69
0,Sarakki Nagar,2,924,2.0,2.0,76.23
0,Jigani,2,914,2.0,2.0,49.0
2,Kengeri,1,500,1.0,1.0,17.0
0,Yelahanka,3,2145,3.0,3.0,125.0
2,Electronic City,3,1650,3.0,2.0,100.0
0,Marathahalli,4,3940,4.0,3.0,220.0
2,Electronic City,2,1020,2.0,1.0,29.45
2,Basaveshwara Nagar,2,1180,2.0,3.0,58.0
0,Ulsoor,2,1255,2.0,3.0,120.0
0,Bommasandra,2,1014,2.0,1.0,35.0
2,Shampura,4,920,2.0,0.0,90.0
0,Attibele,2,695,1.0,1.0,25.0
1,Prithvi Layout,3,2273,4.0,3.0,220.0
0,GM Palaya,2,1140,2.0,2.0,48.95
2,Giri Nagar,6,3000,4.0,1.0,375.0
0,Whitefield,2,1180,2.0,2.0,41.0
0,Begur Road,4,2400,4.0,2.0,152.0
0,Attibele,2,850,1.0,1.0,25.0
0,Banashankari,2,1200,2.0,1.0,60.0
2,"Bellandur, ",4,3160,4.0,3.0,206.0
0,Hoodi,3,1769,3.0,3.0,96.87
0,Haralur Road,2,1243,2.0,2.0,46.0
1,2nd Block Jayanagar,4,4920,5.0,2.0,1150.0
0,Mallasandra,2,905,2.0,1.0,40.0
2,Kothanur,1,627,1.0,1.0,30.0
2,Domlur,3,2180,3.0,2.0,285.0
0,Frazer Town,3,2400,3.0,2.0,260.0
0,Marathahalli,3,1435,3.0,1.0,73.0
2,Kodihalli,3,1620,3.0,2.0,130.0
0,Whitefield,3,1862,3.0,2.0,125.0
0,Kaikondrahalli,2,674,1.0,1.0,19.9
0,Marathahalli,2,1220,2.0,1.0,59.0
0,Haralur Road,2,1027,2.0,2.0,44.0
0,Electronic City,2,1025,2.0,1.0,49.0
0,Thanisandra,3,1430,2.0,3.0,54.5
0,Panathur,2,1235,2.0,3.0,65.0
0,Electronics City Phase 1,3,1291,2.0,3.0,32.0
0,Kanakpura Road,3,1498,3.0,2.0,95.0
0,Sarjapur  Road,3,2180,3.0,2.0,240.0
0,Electronic City,2,1000,2.0,1.0,29.7
1,Ejipura,2,922,2.0,1.0,70.0
2,Victoria Layout,2,850,2.0,1.0,72.0
1,New Thippasandra,3,750,3.0,2.0,155.0
0,AECS Layout,2,1123,2.0,2.0,64.0
0,Raja Rajeshwari Nagar,2,1235,2.0,1.0,75.0
0,Kogilu,2,1250,2.0,1.0,55.55
0,Sarjapur  Road,2,984,2.0,1.0,45.91
0,Sarjapur  Road,2,1305,2.0,1.0,99.0
1,Attur Layout,2,1200,1.0,0.0,65.0
1,1st Block HRBR Layout,3,600,3.0,1.0,90.0
0,Hebbal,4,2790,5.0,3.0,204.0
0,Old Madras Road,4,2010,3.0,2.0,125.0
2,Electronics City Phase 1,2,995,2.0,0.0,42.0
2,Varthur Road,2,1277,2.0,2.0,59.0
0,7th Phase JP Nagar,2,1236,2.0,2.0,61.33
0,Akshaya Nagar,2,1265,2.0,3.0,67.0
1,Hennur Road,4,2400,5.0,3.0,390.0
0,Shikaripalya,3,1442,3.0,2.0,56.24
0,Ardendale,2,1224,2.0,2.0,70.0
0,Bellandur,2,1205,2.0,1.0,59.0
0,Richmond Town,2,1233,2.0,3.0,100.0
0,5th Block Hbr Layout,2,1312,2.0,3.0,69.0
0,Electronic City,3,1449,3.0,2.0,90.0
0,Yelenahalli,2,1090,2.0,1.0,54.0
1,Kaggadasapura,5,2100,5.0,0.0,150.0
0,Uttarahalli,3,1390,2.0,3.0,62.55
0,JP Nagar,2,1200,2.0,3.0,78.0
1,Mallasandra,4,600,2.0,2.0,50.0
0,BTM 2nd Stage,2,1000,2.0,2.0,58.0
1,Devanahalli,4,2400,5.0,2.0,190.0
0,Thanisandra,3,1732,3.0,1.0,85.73
0,Banashankari,2,1290,2.0,2.0,80.0
0,Marasandra,3,1840,3.0,3.0,85.0
0,Thanisandra,3,1917,4.0,2.0,100.0
2,Bhuvaneshwari Nagar,2,1100,2.0,2.0,57.0
0,Kudlu,3,1455,2.0,3.0,60.0
0,Old Airport Road,4,2774,4.0,3.0,208.0
0, Devarachikkanahalli,3,1425,2.0,2.0,65.0
0,Whitefield,3,1655,3.0,1.0,113.0
0,Haralur Road,4,2805,5.0,3.0,160.0
2,R.T. Nagar,7,600,7.0,3.0,93.0
0,AGS Layout,2,1040,2.0,1.0,46.79
0,Akshaya Nagar,2,1126,2.0,1.0,55.0
1,Kodichikkanahalli,6,1600,4.0,1.0,200.0
0,Hebbal,2,1250,2.0,1.0,55.55
1,Yelahanka,4,1800,4.0,2.0,180.0
1,Kalkere Channasandra,2,1200,2.0,0.0,53.0
2,Ashirvad Colony,4,2050,3.0,1.0,100.0
0,Whitefield,1,530,1.0,1.0,29.44
0,Kambipura,2,883,2.0,1.0,37.0
0,Uttarahalli,3,1490,2.0,2.0,59.6
0,Ramagondanahalli,2,1295,2.0,2.0,95.0
0,Sompura,3,1275,3.0,1.0,59.0
0,Doddabanahalli,2,800,2.0,2.0,30.0
0,Devanahalli,1,1200,1.0,0.0,95.0
0,Bellandur,2,1063,2.0,1.0,58.0
0,Balagere,1,656,1.0,1.0,43.0
0,Shakthi Nagar,2,1125,2.0,2.0,36.0
0,Marathahalli,2,881,2.0,1.0,48.06
1,Nayandanahalli,9,1350,8.0,2.0,200.0
2,Bisuvanahalli,2,700,1.0,1.0,32.0
1,AGS Layout,3,1936,3.0,0.0,110.0
0,Hosa Road,3,1680,3.0,1.0,101.0
0,Rayasandra,2,1253,2.0,2.0,57.0
0,Rajaji Nagar,3,1640,3.0,3.0,230.0
0,Mysore Road,3,1082,3.0,2.0,50.0
2,Electronic City,2,1065,2.0,1.0,30.75
0,Iblur Village,3,2100,4.0,2.0,145.0
0,Electronic City,2,1070,2.0,1.0,58.0
0,Raja Rajeshwari Nagar,3,1280,3.0,2.0,57.6
1,6th block Koramangala,5,1200,5.0,2.0,300.0
2,Electronic City Phase II,2,1125,2.0,1.0,29.25
0,Sarjapur  Road,3,1755,3.0,2.0,122.0
0,Electronic City,2,1210,2.0,1.0,54.0
0,Talaghattapura,2,951,2.0,2.0,30.43
2,Electronic City,3,1500,2.0,1.0,75.0
0,Yeshwanthpur,3,1381,2.0,2.0,76.18
0,Whitefield,2,1085,2.0,1.0,57.0
0,Whitefield,1,905,1.0,1.0,50.0
0,Hennur Road,3,1685,3.0,2.0,95.0
0,Somasundara Palya,2,1200,2.0,2.0,75.0
0,Anandapura,2,1151,2.0,1.0,42.9
2,Brookefield,4,3532,3.0,3.0,170.0
0,Kanakpura Road,3,1665,3.0,2.0,86.91
2,Kengeri Satellite Town,2,800,2.0,1.0,40.0
2,Chamrajpet,2,1050,2.0,1.0,162.0
0,Rajiv Nagar,2,1030,2.0,2.0,46.5
0,Hoodi,2,1257,2.0,1.0,71.03
0,Whitefield,3,1600,3.0,2.0,82.0
0,Choodasandra,3,1465,3.0,3.0,75.0
0,Jakkur,3,1650,3.0,2.0,111.0
0,Haralur Road,2,1243,2.0,2.0,46.0
2,Yelahanka New Town,2,680,1.0,1.0,80.0
1,Whitefield,4,1230,4.0,2.0,80.0
0,Koramangala,2,1300,2.0,2.0,82.0
2,KR Puram,2,1000,2.0,1.0,44.5
0,Mahadevpura,2,1146,2.0,1.0,53.8
0,Hennagara,6,1200,6.0,3.0,120.0
0,Vishwanatha Nagenahalli,3,2159,3.0,2.0,110.0
0,Whitefield,2,1255,2.0,2.0,40.0
0,Hebbal Kempapura,2,1130,2.0,2.0,60.0
0,Padmanabhanagar,2,1200,2.0,1.0,60.0
2,Sarjapur  Road,2,1040,2.0,1.0,37.0
1,TC Palaya,8,1500,8.0,2.0,150.0
1,Byrathi Village,4,906,3.0,2.0,55.0
0,Uttarahalli,2,1180,2.0,1.0,41.3
1,Ullal Uppanagar,7,1200,7.0,2.0,169.0
1,Govindpura,6,850,7.0,2.0,100.0
0,KR Puram,2,1200,2.0,3.0,47.0
2,Sarjapur  Road,3,1374,3.0,2.0,51.0
0,Vidyaranyapura,9,4700,10.0,3.0,130.0
1, south,3,2400,2.0,0.0,480.0
0,Haralur Road,2,1027,2.0,2.0,44.0
0,Jalahalli,3,2384,4.0,2.0,165.0
0,Electronic City,3,1033,2.0,2.0,28.41
0,Yelahanka,2,1200,2.0,1.0,54.0
2,Haralur Road,3,2017,3.0,2.0,105.0
1,Rainbow Drive,3,1500,3.0,2.0,138.0
0,Kamala Nagar,2,700,2.0,0.0,43.0
1,Shampura,6,1150,6.0,2.0,75.0
0,Kanakpura Road,3,1495,2.0,2.0,52.33
0,Kothanur,2,1302,2.0,1.0,68.5
2,Whitefield,1,905,1.0,1.0,52.0
0,Raja Rajeshwari Nagar,2,1303,2.0,1.0,55.79
2,Electronics City Phase 1,3,1350,3.0,0.0,71.0
0,Gottigere,3,1380,2.0,2.0,95.0
0,Harlur,3,1620,3.0,1.0,110.0
2,Chandapura,4,4800,4.0,3.0,250.0
0,Sarjapur  Road,2,1000,2.0,1.0,38.5
1,Ramamurthy Nagar,3,800,4.0,0.0,88.0
0,Thanisandra,2,1250,1.0,1.0,54.0
2,3rd Block Koramangala,3,1750,3.0,3.0,170.0
0,Anekal,3,997,3.0,2.0,55.0
0,Yelahanka,2,1322,2.0,2.0,75.0
1,Kanaka Nagar,3,1365,3.0,0.0,99.0
0,Sahakara Nagar,3,1500,3.0,2.0,125.0
0,Kaggadasapura,3,1256,2.0,2.0,50.0
0,Brookefield,2,941,2.0,2.0,48.0
1,Devanahalli,4,5000,4.0,3.0,465.0
0,Kanakpura Road,3,1665,3.0,2.0,86.58
0,Chikkalasandra,3,1270,2.0,3.0,55.25
1,Madiwala,3,800,2.0,2.0,80.0
1,Kengeri Satellite Town,4,4100,3.0,0.0,300.0
2,Pattanagere,2,850,2.0,0.0,35.0
0,Kanakpura Road,1,712,1.0,1.0,38.44
1,Basaveshwara Nagar Yelahanka,3,900,4.0,2.0,180.0
1,TC Palaya,2,900,2.0,0.0,55.0
0,Hebbal,2,1200,2.0,1.0,49.0
0,Kengeri Satellite Town,1,654,1.0,1.0,22.0
0,Peenya,2,708,1.0,1.0,55.0
1,Singapura Village,4,600,5.0,3.0,75.0
2,Wilson Garden,3,1680,3.0,3.0,135.0
0,Jakkasandra Extension,2,990,2.0,2.0,58.0
0,Uttarahalli,2,1380,2.0,1.0,42.0
0,Hebbal,2,1088,2.0,2.0,62.0
0,Harlur,3,1414,3.0,2.0,77.5
2,Seshadripuram,2,1240,2.0,1.0,100.0
2,Ganesha Block,3,1810,3.0,3.0,118.0
0,4th Block Jayanagar,3,2005,3.0,2.0,240.0
0,Kothanur,2,1185,2.0,2.0,58.0
1,Whitefield,3,1200,3.0,2.0,57.15
0,Electronic City,2,1070,2.0,1.0,52.0
0,Shikaripalya,2,1265,2.0,1.0,58.0
2,Sahakara Nagar,2,1100,2.0,1.0,55.0
2,Friends Colony,2,1035,2.0,2.0,44.0
2,2nd Block Jayanagar,2,1000,2.0,1.0,97.0
0,Hegde Nagar,2,1179,2.0,2.0,49.35
0,Vittasandra,3,1650,3.0,1.0,84.0
1,Malur Hosur Road,6,2800,4.0,3.0,100.0
1,Lakshmipura Vidyaanyapura,8,3500,6.0,2.0,120.0
2,Nagaraja Garden,3,1430,3.0,1.0,78.65
0,Marathahalli,3,1130,2.0,2.0,58.0
0,Hennur,3,1340,3.0,2.0,54.24
1,Nagawara Junction,2,600,2.0,0.0,30.0
0,Banashankari,3,2582,5.0,2.0,250.0
0,Channasandra,2,1160,2.0,1.0,55.0
2,Hegganahalli,1,1200,2.0,1.0,45.0
2,Rajanna Layout,2,1116,2.0,1.0,37.6
1,Nagarbhavi  BDA Complex,3,600,2.0,1.0,85.0
0,Sarakki Nagar,3,2663,4.0,1.0,338.0
2,Devasthanagalu,2,1090,2.0,2.0,45.0
0,JP Nagar,2,1100,2.0,1.0,45.0
0,Kammasandra,3,1365,2.0,1.0,34.13
0,Vijayanagar,3,1484,3.0,2.0,79.19
0,Green Glen Layout,3,1630,3.0,2.0,68.0
0,Whitefield,3,1451,2.0,2.0,52.43
0,Kanakpura Road,2,1330,2.0,1.0,107.0
0,Thanisandra,3,2127,3.0,2.0,135.0
1,Adityanagar,5,875,5.0,3.0,120.0
1,Hallehalli,4,1260,4.0,2.0,65.0
0,Sarjapur  Road,3,1173,2.0,2.0,45.75
0,Electronics City Phase 1,3,1445,2.0,1.0,56.0
0,Jayamahal Extension,4,2250,4.0,1.0,400.0
1,Bannerghatta Road,3,1500,4.0,2.0,239.0
0,JP Nagar,2,1197,2.0,1.0,47.88
1,2nd Stage Nagarbhavi,4,1200,4.0,1.0,225.0
0,Kanakpura Road,3,1450,3.0,3.0,62.4
0,Whitefield,2,1187,2.0,1.0,37.85
1,Wilson Garden,6,4000,6.0,3.0,850.0
0,Channasandra,2,1050,2.0,2.0,41.0
0,Panathur,3,1370,2.0,2.0,54.8
0,Yelahanka,2,1036,2.0,2.0,39.37
0,JP Nagar,3,1275,3.0,2.0,41.2
0,Old Madras Road,4,2010,3.0,2.0,115.0
0,Thigalarapalya,2,1418,2.0,2.0,106.0
0,Thanisandra,2,1265,2.0,2.0,46.6
0,Anandapura,3,1576,3.0,2.0,58.0
0,Dodda Nekkundi,2,1148,2.0,1.0,56.0
0,Green View Layout,2,1000,2.0,1.0,36.0
0,Kudlu,3,1293,2.0,2.0,85.0
1,TC Palaya,3,1200,2.0,0.0,66.0
0,Munnekollal,2,1210,2.0,3.0,75.0
2,HSR Layout,2,1126,2.0,1.0,69.0
2,Sarakki Nagar,3,1840,4.0,1.0,175.0
2,Vidyaranyapura,3,1440,2.0,0.0,70.0
2,Ramamurthy Nagar,3,1300,2.0,2.0,52.0
0,Thanisandra,2,1276,2.0,2.0,75.0
1,Gidada Konnenahalli,6,600,4.0,2.0,105.0
0,Whitefield,2,1216,2.0,1.0,83.0
0,Marenahalli,1,840,1.0,0.0,75.0
1,Sector 1 HSR Layout,5,1240,5.0,3.0,300.0
2,Sompura,2,1126,2.0,2.0,39.0
0,Raja Rajeshwari Nagar,2,1162,2.0,0.0,65.0
0,Whitefield,2,1301,2.0,2.0,65.0
0,Devanahalli,1,658,1.0,1.0,34.0
1,Sahakara Nagar,3,1350,3.0,1.0,250.0
0,Whitefield,3,2500,3.0,2.0,280.0
0,Raja Rajeshwari Nagar,2,1133,2.0,2.0,38.41
0,Shettigere,3,1760,2.0,1.0,116.0
0,Bisuvanahalli,3,1075,2.0,1.0,52.0
0,Sarjapur,2,940,2.0,1.0,25.38
0,Badavala Nagar,2,1145,2.0,2.0,57.0
2,Rahat Bagh,4,3900,5.0,1.0,550.0
2,Dasarahalli,2,1300,2.0,2.0,50.0
0,Malleshwaram,3,2475,4.0,3.0,326.0
2,Hosakerehalli,1,1200,1.0,0.0,150.0
1,Jigani,4,2420,4.0,1.0,190.0
2,Thubarahalli,2,1216,2.0,1.0,80.0
0,Tumkur Road,3,1459,2.0,1.0,110.0
0,Jakkur,3,1622,2.0,0.0,80.0
0,Kanakpura Road,3,1843,3.0,2.0,85.0
0,Badavala Nagar,2,1274,2.0,1.0,81.0
1,Chikkasandra,2,600,1.0,1.0,52.0
0,Malleshpalya,3,1430,2.0,1.0,69.5
1,Kammanahalli,4,1800,2.0,0.0,280.0
0,Begur Road,3,1565,2.0,2.0,57.91
0, Devarabeesana Halli,3,1670,3.0,2.0,160.0
0,Lakshminarayana Pura,3,1695,3.0,2.0,150.0
0,Akshayanagara West,2,1410,2.0,2.0,75.0
0,Kengeri Satellite Town,2,1060,2.0,3.0,42.0
2,Sarjapur  Road,2,1120,2.0,2.0,50.0
1,Hosa Road,2,880,2.0,0.0,50.0
0,Jalahalli,2,1083,2.0,1.0,32.49
0,Dodda Nekkundi,3,1435,3.0,3.0,57.2
0,Doddakallasandra,3,1425,2.0,2.0,56.99
0,Arekere,2,900,2.0,3.0,50.0
2,Escorts Colony,5,2400,5.0,2.0,93.0
2,Thanisandra,1,693,1.0,1.0,34.3
1,Kengeri,3,600,3.0,1.0,90.0
0,Electronic City,4,2435,4.0,3.0,119.0
0,Iblur Village,3,1920,3.0,2.0,150.0
0,Electronic City,1,630,1.0,1.0,47.0
0,Bisuvanahalli,3,1075,2.0,1.0,50.0
1,Hulimavu,5,1200,5.0,0.0,101.0
0,Nagavarapalya,1,705,1.0,1.0,55.0
0,Srinivasa Nagar,3,1200,2.0,2.0,75.6
0,Mahadevpura,2,1532,2.0,2.0,62.0
0,Rajiv Nagar,2,1330,2.0,1.0,93.0
1,3rd Block Hrbr Layout,4,1200,3.0,1.0,210.0
